Date,Transaction Type,Name,Memo/Description,Split,Amount,Balance
03/12/2023,Expense,WordPress,,Tools & Subscription - G&A,15.37,55384822.86
03/12/2023,Expense,Maloneys Grocer,,Meals & Entertainment,18.6,55384841.46
03/12/2023,Expense,WordPress,Harris Jose,Credit Card - Ramp,15.37,55384856.83
03/12/2023,Expense,WordPress,,Tools & Subscription - G&A,15.37,55384872.2
03/12/2023,Expense,WordPress,,Tools & Subscription - G&A,15.37,55384887.57
03/12/2023,Expense,Maloneys Grocer,Mike ross,Credit Card - Ramp,18.6,55384906.17
03/12/2023,Expense,Maloneys Grocer,,Meals & Entertainment,18.6,55384924.77
03/12/2023,Expense,WordPress,,Tools & Subscription - G&A,15.37,55384940.14
03/12/2023,Expense,Maloneys Grocer,,Meals & Entertainment,18.6,55384958.74
03/12/2023,Expense,Maloneys Grocer,Mike ross,Credit Card - Ramp,18.6,55384977.34
03/12/2023,Expense,WordPress,Harris Jose,Credit Card - Ramp,15.37,55384992.71
03/12/2023,Expense,Maloneys Grocer,Mike ross,Credit Card - Ramp,18.6,55385011.31
03/13/2023,Transfer,,ServiceA,Bank account - Airwallex,-250000,55135011.31
03/13/2023,Deposit,Big Company ,Big Company ,Account1,200000,55335011.31
03/13/2023,Expense,Big Company ,Big Company ,Account1,-200000,55135011.31
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Savings (6977),250000,55385011.31
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account1,-200000,55185011.31
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account1,-200000,54985011.31
03/13/2023,Transfer,,ServiceA,Account1,250000,55235011.31
03/13/2023,Expense,Intercom,,Tools & Subscription - G&A,176,55235187.31
03/13/2023,Deposit,Big Company ,Big Company ,Account1,200000,55435187.31
03/13/2023,Expense,Vercel,Harris Jose,Credit Card - Ramp,260,55435447.31
03/13/2023,Expense,Interact32,Harvey Spector,Tools & Subscription - G&A,9.93,55435457.24
03/13/2023,Transfer,,ServiceA,Bank account - Airwallex,-250000,55185457.24
03/13/2023,Expense,Big Company ,Big Company ,Account1,-200000,54985457.24
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account1,-200000,54785457.24
03/13/2023,Transfer,,ServiceA,Bank account - Airwallex,-250000,54535457.24
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Account1,-250000,54285457.24
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account1,-200000,54085457.24
03/13/2023,Expense,Interact32,Harvey Spector,Credit Card - Ramp,9.93,54085467.17
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Savings (6977),250000,54335467.17
03/13/2023,Expense,Vercel,,Tools & Subscription - G&A,260,54335727.17
03/13/2023,Expense,PocketSmith,,Tools & Subscription - G&A,9.95,54335737.12
03/13/2023,Expense,Vercel,,Tools & Subscription - G&A,260,54335997.12
03/13/2023,Expense,Figma,Mike ross,Credit Card - Ramp,180,54336177.12
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Savings (6977),250000,54586177.12
03/13/2023,Expense,PocketSmith,Harvey Spector,Credit Card - Ramp,9.95,54586187.07
03/13/2023,Expense,,Fees,General business expenses:Bank fees & service charges,-2000,54584187.07
03/13/2023,Deposit,Big Company ,Big Company ,Accounts Payable (A/P),200000,54784187.07
03/13/2023,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-200000,54584187.07
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account2,-200000,54384187.07
03/13/2023,Deposit,Big Company ,Big Company ,Account1,200000,54584187.07
03/13/2023,Transfer,,ServiceA,Account1,250000,54834187.07
03/13/2023,Expense,Interact32,Harvey Spector,Tools & Subscription - G&A,9.93,54834197
03/13/2023,Expense,Figma,,Tools & Subscription - G&A,180,54834377
03/13/2023,Expense,PocketSmith,,Tools & Subscription - G&A,9.95,54834386.95
03/13/2023,Expense,Intercom,,Tools & Subscription - G&A,176,54834562.95
03/13/2023,Expense,,Fees,Account1,2000,54836562.95
03/13/2023,Expense,Intercom,Balapavan Tirumani,Credit Card - Ramp,176,54836738.95
03/13/2023,Transfer,,ServiceA,Account1,250000,55086738.95
03/13/2023,Expense,Vercel,Harris Jose,Credit Card - Ramp,260,55086998.95
03/13/2023,Expense,,Fees,Account1,2000,55088998.95
03/13/2023,Expense,PocketSmith,,Tools & Subscription - G&A,9.95,55089008.9
03/13/2023,Expense,Intercom,Balapavan Tirumani,Credit Card - Ramp,176,55089184.9
03/13/2023,Expense,Interact32,Harvey Spector,Credit Card - Ramp,9.93,55089194.83
03/13/2023,Expense,,Fees,Account1,2000,55091194.83
03/13/2023,Expense,Interact32,Harvey Spector,Credit Card - Ramp,9.93,55091204.76
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Account1,-250000,54841204.76
03/13/2023,Expense,,Fees,Account1,2000,54843204.76
03/13/2023,Expense,Interact32,Harvey Spector,Tools & Subscription - G&A,9.93,54843214.69
03/13/2023,Expense,Intercom,Balapavan Tirumani,Credit Card - Ramp,176,54843390.69
03/13/2023,Expense,Figma,,Tools & Subscription - G&A,180,54843570.69
03/13/2023,Expense,Figma,Mike ross,Credit Card - Ramp,180,54843750.69
03/13/2023,Expense,Vercel,,Tools & Subscription - G&A,260,54844010.69
03/13/2023,Expense,Intercom,,Tools & Subscription - G&A,176,54844186.69
03/13/2023,Expense,PocketSmith,,Tools & Subscription - G&A,9.95,54844196.64
03/13/2023,Expense,Interact32,Harvey Spector,Tools & Subscription - G&A,9.93,54844206.57
03/13/2023,Expense,Vercel,,Tools & Subscription - G&A,260,54844466.57
03/13/2023,Expense,Figma,,Tools & Subscription - G&A,180,54844646.57
03/13/2023,Expense,,Fees,General business expenses:Bank fees & service charges,-2000,54842646.57
03/13/2023,Transfer,,ServiceA,Bank account - Airwallex,-250000,54592646.57
03/13/2023,Expense,Intercom,,Tools & Subscription - G&A,176,54592822.57
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Account1,-250000,54342822.57
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Savings (6977),250000,54592822.57
03/13/2023,Expense,Figma,,Tools & Subscription - G&A,180,54593002.57
03/13/2023,Expense,,Fees,General business expenses:Bank fees & service charges,-2000,54591002.57
03/13/2023,Transfer,,ServiceA,Account1,250000,54841002.57
03/13/2023,Expense,Big Company ,Big Company ,Account1,-200000,54641002.57
03/13/2023,Transfer,,PaymentServiceB Savings **6977,Account1,-250000,54391002.57
03/13/2023,Deposit,Big Company ,Big Company ,Accounts Payable (A/P),200000,54591002.57
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account2,-200000,54391002.57
03/13/2023,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-200000,54191002.57
03/13/2023,Deposit,Big Company ,Big Company ,Accounts Payable (A/P),200000,54391002.57
03/13/2023,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-200000,54191002.57
03/13/2023,Expense,,Fees,General business expenses:Bank fees & service charges,-2000,54189002.57
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account2,-200000,53989002.57
03/13/2023,Expense,PocketSmith,Harvey Spector,Credit Card - Ramp,9.95,53989012.52
03/13/2023,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-200000,53789012.52
03/13/2023,Expense,Vercel,Harris Jose,Credit Card - Ramp,260,53789272.52
03/13/2023,Expense,Big Company ,Big Company ,Account1,-200000,53589272.52
03/13/2023,Deposit,Big Company ,Big Company ,Account1,200000,53789272.52
03/13/2023,Expense,PocketSmith,Harvey Spector,Credit Card - Ramp,9.95,53789282.47
03/13/2023,Expense,EntityA,ChronicleHQ Australia,Account2,-200000,53589282.47
03/13/2023,Deposit,Big Company ,Big Company ,Accounts Payable (A/P),200000,53789282.47
03/13/2023,Expense,Figma,Mike ross,Credit Card - Ramp,180,53789462.47
03/14/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53789482.47
03/14/2023,Expense,Intuit,,Tools & Subscription - G&A,55,53789537.47
03/14/2023,Expense,Intuit,,Tools & Subscription - G&A,55,53789592.47
03/14/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53789612.47
03/14/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,20,53789632.47
03/14/2023,Expense,Intuit,Harvey Spector,Credit Card - Ramp,55,53789687.47
03/14/2023,Expense,Intuit,,Tools & Subscription - G&A,55,53789742.47
03/14/2023,Expense,Intuit,Harvey Spector,Credit Card - Ramp,55,53789797.47
03/14/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53789817.47
03/14/2023,Expense,Intuit,Harvey Spector,Credit Card - Ramp,55,53789872.47
03/14/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53789892.47
03/14/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,20,53789912.47
03/14/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,20,53789932.47
03/14/2023,Expense,Intuit,,Tools & Subscription - G&A,55,53789987.47
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Meals & Entertainment,20.4,53790007.87
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Credit Card - Ramp,20.4,53790028.27
03/15/2023,Expense,Uber,Mike ross,Credit Card - Ramp,29.61,53790057.88
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Credit Card - Ramp,20.4,53790078.28
03/15/2023,Expense,Uber,,Travelling Expenses,29.61,53790107.89
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Credit Card - Ramp,50,53790157.89
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Meals & Entertainment,20.4,53790178.29
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Office expenses,50,53790228.29
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Meals & Entertainment,20.4,53790248.69
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Credit Card - Ramp,50,53790298.69
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Office expenses,50,53790348.69
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Credit Card - Ramp,20.4,53790369.09
03/15/2023,Expense,Uber,,Travelling Expenses,29.61,53790398.7
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Credit Card - Ramp,20.4,53790419.1
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Office expenses,50,53790469.1
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Credit Card - Ramp,50,53790519.1
03/15/2023,Expense,Uber,,Travelling Expenses,29.61,53790548.71
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Credit Card - Ramp,50,53790598.71
03/15/2023,Expense,Uber,Mike ross,Credit Card - Ramp,29.61,53790628.32
03/15/2023,Expense,PayPal (Ramp Vendor),Mike ross,Office expenses,50,53790678.32
03/15/2023,Expense,Uber,,Travelling Expenses,29.61,53790707.93
03/15/2023,Expense,Uber,Mike ross,Credit Card - Ramp,29.61,53790737.54
03/15/2023,Expense,Cafe Dougie Restaurant,Mike ross,Meals & Entertainment,20.4,53790757.94
03/16/2023,Expense,Linear,,Tools & Subscription - G&A,160,53790917.94
03/16/2023,Expense,Notion Labs,,Tools & Subscription - G&A,138.22,53791056.16
03/16/2023,Expense,Zapier,Harvey Spector,Credit Card - Ramp,29.99,53791086.15
03/16/2023,Expense,Notion Labs,,Tools & Subscription - G&A,138.22,53791224.37
03/16/2023,Expense,Notion Labs,,Tools & Subscription - G&A,138.22,53791362.59
03/16/2023,Expense,Zapier,,Tools & Subscription - G&A,29.99,53791392.58
03/16/2023,Expense,Zapier,,Tools & Subscription - G&A,29.99,53791422.57
03/16/2023,Expense,The Carrington,,Meals & Entertainment,19.33,53791441.9
03/16/2023,Expense,Notion Labs,,Tools & Subscription - G&A,138.22,53791580.12
03/16/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,19.33,53791599.45
03/16/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,19.33,53791618.78
03/16/2023,Expense,The Carrington,,Meals & Entertainment,19.33,53791638.11
03/16/2023,Expense,Linear,,Tools & Subscription - G&A,160,53791798.11
03/16/2023,Expense,Notion Labs,Mike ross,Credit Card - Ramp,138.22,53791936.33
03/16/2023,Expense,The Carrington,,Meals & Entertainment,19.33,53791955.66
03/16/2023,Expense,Linear,Chad Blumenthal,Credit Card - Ramp,160,53792115.66
03/16/2023,Expense,Linear,Chad Blumenthal,Credit Card - Ramp,160,53792275.66
03/16/2023,Expense,Notion Labs,Mike ross,Credit Card - Ramp,138.22,53792413.88
03/16/2023,Expense,Zapier,Harvey Spector,Credit Card - Ramp,29.99,53792443.87
03/16/2023,Expense,Zapier,Harvey Spector,Credit Card - Ramp,29.99,53792473.86
03/16/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,19.33,53792493.19
03/16/2023,Expense,Notion Labs,Mike ross,Credit Card - Ramp,138.22,53792631.41
03/16/2023,Expense,The Carrington,,Meals & Entertainment,19.33,53792650.74
03/16/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,19.33,53792670.07
03/16/2023,Expense,Linear,,Tools & Subscription - G&A,160,53792830.07
03/16/2023,Expense,Zapier,,Tools & Subscription - G&A,29.99,53792860.06
03/16/2023,Expense,Linear,,Tools & Subscription - G&A,160,53793020.06
03/16/2023,Expense,Linear,Chad Blumenthal,Credit Card - Ramp,160,53793180.06
03/16/2023,Expense,Zapier,,Tools & Subscription - G&A,29.99,53793210.05
03/17/2023,Expense,Uber,,Travelling Expenses,50.2,53793260.25
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,50.2,53793310.45
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,12.03,53793322.48
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,12.03,53793334.51
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,46.9,53793381.41
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,12.03,53793393.44
03/17/2023,Expense,Uber,,Travelling Expenses,50.2,53793443.64
03/17/2023,Expense,Uber,,Travelling Expenses,46.9,53793490.54
03/17/2023,Expense,Uber,,Travelling Expenses,50.2,53793540.74
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,50.2,53793590.94
03/17/2023,Expense,Uber,,Travelling Expenses,12.03,53793602.97
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,46.9,53793649.87
03/17/2023,Expense,Uber,,Travelling Expenses,12.03,53793661.9
03/17/2023,Expense,Uber,,Travelling Expenses,46.9,53793708.8
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,46.9,53793755.7
03/17/2023,Expense,Uber,,Travelling Expenses,50.2,53793805.9
03/17/2023,Expense,Uber,Mike ross,Credit Card - Ramp,50.2,53793856.1
03/17/2023,Expense,Uber,,Travelling Expenses,46.9,53793903
03/17/2023,Expense,Uber,,Travelling Expenses,12.03,53793915.03
03/17/2023,Expense,Uber,,Travelling Expenses,46.9,53793961.93
03/17/2023,Expense,Uber,,Travelling Expenses,12.03,53793973.96
03/18/2023,Expense,Uber,,Travelling Expenses,17.58,53793991.54
03/18/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53794011.54
03/18/2023,Expense,Uber,Mike ross,Credit Card - Ramp,17.58,53794029.12
03/18/2023,Expense,LinkedIn,Mike ross,Credit Card - Ramp,151.35,53794180.47
03/18/2023,Expense,Segment,Balapavan Tirumani,Credit Card - Ramp,120,53794300.47
03/18/2023,Expense,OpenAI,Anik Das,Credit Card - Ramp,20,53794320.47
03/18/2023,Expense,Segment,,Tools & Subscription - G&A,120,53794440.47
03/18/2023,Expense,Loom,Mike ross,Credit Card - Ramp,192,53794632.47
03/18/2023,Expense,LinkedIn,Mike ross,Credit Card - Ramp,151.35,53794783.82
03/18/2023,Expense,Uber,,Travelling Expenses,17.58,53794801.4
03/18/2023,Expense,Loom,,Tools & Subscription - G&A,192,53794993.4
03/18/2023,Expense,Segment,,Tools & Subscription - G&A,120,53795113.4
03/18/2023,Expense,Loom,,Tools & Subscription - G&A,192,53795305.4
03/18/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53795325.4
03/18/2023,Expense,Loom,,Tools & Subscription - G&A,192,53795517.4
03/18/2023,Expense,Superhuman,Harvey Spector,Credit Card - Ramp,30,53795547.4
03/18/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53795567.4
03/18/2023,Expense,LinkedIn,,Tools & Subscription - G&A,151.35,53795718.75
03/18/2023,Expense,Uber,Mike ross,Credit Card - Ramp,17.58,53795736.33
03/18/2023,Expense,Uber,,Travelling Expenses,17.58,53795753.91
03/18/2023,Expense,OpenAI,Anik Das,Credit Card - Ramp,20,53795773.91
03/18/2023,Expense,LinkedIn,,Tools & Subscription - G&A,151.35,53795925.26
03/18/2023,Expense,Loom,Mike ross,Credit Card - Ramp,192,53796117.26
03/18/2023,Expense,Superhuman,Harvey Spector,Credit Card - Ramp,30,53796147.26
03/18/2023,Expense,Uber,Mike ross,Credit Card - Ramp,17.58,53796164.84
03/18/2023,Expense,Superhuman,Harvey Spector,Credit Card - Ramp,30,53796194.84
03/18/2023,Expense,Superhuman,,Professional Service Charges,30,53796224.84
03/18/2023,Expense,LinkedIn,,Tools & Subscription - G&A,151.35,53796376.19
03/18/2023,Expense,Segment,,Tools & Subscription - G&A,120,53796496.19
03/18/2023,Expense,OpenAI,,Tools & Subscription - G&A,20,53796516.19
03/18/2023,Expense,Loom,,Tools & Subscription - G&A,192,53796708.19
03/18/2023,Expense,Superhuman,Harvey Spector,Credit Card - Ramp,30,53796738.19
03/18/2023,Expense,LinkedIn,,Tools & Subscription - G&A,151.35,53796889.54
03/18/2023,Expense,OpenAI,Anik Das,Credit Card - Ramp,20,53796909.54
03/18/2023,Expense,Segment,Balapavan Tirumani,Credit Card - Ramp,120,53797029.54
03/18/2023,Expense,Loom,Mike ross,Credit Card - Ramp,192,53797221.54
03/18/2023,Expense,LinkedIn,Mike ross,Credit Card - Ramp,151.35,53797372.89
03/18/2023,Expense,Superhuman,,Professional Service Charges,30,53797402.89
03/18/2023,Expense,Uber,,Travelling Expenses,17.58,53797420.47
03/18/2023,Expense,Segment,,Tools & Subscription - G&A,120,53797540.47
03/18/2023,Expense,Superhuman,,Professional Service Charges,30,53797570.47
03/18/2023,Expense,Segment,Balapavan Tirumani,Credit Card - Ramp,120,53797690.47
03/18/2023,Expense,Superhuman,,Professional Service Charges,30,53797720.47
03/19/2023,Expense,Uber,Mike ross,Credit Card - Ramp,8.85,53797729.32
03/19/2023,Expense,Uber,Mike ross,Credit Card - Ramp,8.85,53797738.17
03/19/2023,Expense,The New York Times,,General business expenses:Memberships & subscriptions,8.07,53797746.24
03/19/2023,Expense,Twitter,Harvey Spector,Credit Card - Ramp,7.89,53797754.13
03/19/2023,Expense,Qantas,Mike ross,Credit Card - Ramp,2011.72,53799765.85
03/19/2023,Expense,Twitter,,Tools & Subscription - G&A,7.89,53799773.74
03/19/2023,Expense,Uber,,Travelling Expenses,8.85,53799782.59
03/19/2023,Expense,The New York Times,,General business expenses:Memberships & subscriptions,8.07,53799790.66
03/19/2023,Expense,Qantas,,Travel:Airfare,2011.72,53801802.38
03/19/2023,Expense,Twitter,,Tools & Subscription - G&A,7.89,53801810.27
03/19/2023,Expense,Uber,,Travelling Expenses,8.85,53801819.12
03/19/2023,Expense,Qantas,Mike ross,Credit Card - Ramp,2011.72,53803830.84
03/19/2023,Expense,The New York Times,Mike ross,Credit Card - Ramp,8.07,53803838.91
03/19/2023,Expense,The New York Times,,General business expenses:Memberships & subscriptions,8.07,53803846.98
03/19/2023,Expense,Uber,,Travelling Expenses,8.85,53803855.83
03/19/2023,Expense,The New York Times,Mike ross,Credit Card - Ramp,8.07,53803863.9
03/19/2023,Expense,Qantas,,Travel:Airfare,2011.72,53805875.62
03/19/2023,Expense,Twitter,Harvey Spector,Credit Card - Ramp,7.89,53805883.51
03/19/2023,Expense,Qantas,Mike ross,Credit Card - Ramp,2011.72,53807895.23
03/19/2023,Expense,The New York Times,,General business expenses:Memberships & subscriptions,8.07,53807903.3
03/19/2023,Expense,Qantas,,Travel:Airfare,2011.72,53809915.02
03/19/2023,Expense,Twitter,,Tools & Subscription - G&A,7.89,53809922.91
03/19/2023,Expense,The New York Times,Mike ross,Credit Card - Ramp,8.07,53809930.98
03/19/2023,Expense,Uber,Mike ross,Credit Card - Ramp,8.85,53809939.83
03/19/2023,Expense,Uber,,Travelling Expenses,8.85,53809948.68
03/19/2023,Expense,Twitter,Harvey Spector,Credit Card - Ramp,7.89,53809956.57
03/19/2023,Expense,Twitter,,Tools & Subscription - G&A,7.89,53809964.46
03/19/2023,Expense,Qantas,,Travel:Airfare,2011.72,53811976.18
03/19/2023,Expense,The New York Times,Mike ross,Credit Card - Ramp,8.07,53811984.25
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Account1,-9659.55,53802324.7
03/20/2023,Expense,Qantas,,Travel:Airfare,209.07,53802533.77
03/20/2023,Expense,Qantas,,Travel:Airfare,209.07,53802742.84
03/20/2023,Expense,LinkedIn,,Tools & Subscription - G&A,120.25,53802863.09
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Account1,-9659.55,53793203.54
03/20/2023,Expense,Qantas,Mike ross,Credit Card - Ramp,209.07,53793412.61
03/20/2023,Expense,LinkedIn,,Tools & Subscription - G&A,120.25,53793532.86
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Account1,-9659.55,53783873.31
03/20/2023,Expense,Graphics Press,,Tools & Subscription - G&A,230,53784103.31
03/20/2023,Expense,Graphics Press,,Tools & Subscription - G&A,230,53784333.31
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Credit Card - Ramp,-9659.55,53774673.76
03/20/2023,Expense,Qantas,,Travel:Airfare,209.07,53774882.83
03/20/2023,Expense,Graphics Press,,Tools & Subscription - G&A,230,53775112.83
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Account1,-9659.55,53765453.28
03/20/2023,Expense,LinkedIn,,Tools & Subscription - G&A,120.25,53765573.53
03/20/2023,Expense,Qantas,Mike ross,Credit Card - Ramp,209.07,53765782.6
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Credit Card - Ramp,-9659.55,53756123.05
03/20/2023,Expense,Qantas,,Travel:Airfare,209.07,53756332.12
03/20/2023,Expense,Graphics Press,Mike ross,Credit Card - Ramp,230,53756562.12
03/20/2023,Expense,Qantas,Mike ross,Credit Card - Ramp,209.07,53756771.19
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Credit Card - Ramp,-9659.55,53747111.64
03/20/2023,Expense,LinkedIn,Niteesha Ravela,Credit Card - Ramp,120.25,53747231.89
03/20/2023,Credit Card Payment,RAMP BUSINESS CO,RAMP STATEMENT,Credit Card - Ramp,-9659.55,53737572.34
03/20/2023,Expense,LinkedIn,Niteesha Ravela,Credit Card - Ramp,120.25,53737692.59
03/20/2023,Expense,LinkedIn,Niteesha Ravela,Credit Card - Ramp,120.25,53737812.84
03/20/2023,Expense,Graphics Press,Mike ross,Credit Card - Ramp,230,53738042.84
03/20/2023,Expense,LinkedIn,,Tools & Subscription - G&A,120.25,53738163.09
03/20/2023,Expense,Graphics Press,,Tools & Subscription - G&A,230,53738393.09
03/20/2023,Expense,Graphics Press,Mike ross,Credit Card - Ramp,230,53738623.09
03/21/2023,Expense,Gumroad,Mike ross,Professional Service Charges,61.6,53738684.69
03/21/2023,Expense,Eightify,Harvey Spector,Credit Card - Ramp,8.95,53738693.64
03/21/2023,Expense,Eightify,,Tools & Subscription - G&A,8.95,53738702.59
03/21/2023,Expense,Gumroad,Mike ross,Credit Card - Ramp,61.6,53738764.19
03/21/2023,Expense,Gum.Co Cc Alexey Seka,Mike ross,Credit Card - Ramp,26.4,53738790.59
03/21/2023,Expense,OpenAI,,Tools & Subscription - G&A,0.91,53738791.5
03/21/2023,Expense,Gum.Co Cc Alexey Seka,Mike ross,Credit Card - Ramp,26.4,53738817.9
03/21/2023,Expense,La Panchina,Mike ross,Credit Card - Ramp,36.72,53738854.62
03/21/2023,Expense,La Panchina,Mike ross,Meals & Entertainment,36.72,53738891.34
03/21/2023,Expense,OpenAI,,Tools & Subscription - G&A,0.91,53738892.25
03/21/2023,Expense,Gumroad,Mike ross,Credit Card - Ramp,61.6,53738953.85
03/21/2023,Expense,Gum.Co Cc Alexey Seka,Mike ross,Credit Card - Ramp,26.4,53738980.25
03/21/2023,Expense,Eightify,,Tools & Subscription - G&A,8.95,53738989.2
03/21/2023,Expense,Gum.Co Cc Alexey Seka,,General business expenses:Memberships & subscriptions,26.4,53739015.6
03/21/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,0.91,53739016.51
03/21/2023,Expense,La Panchina,Mike ross,Credit Card - Ramp,36.72,53739053.23
03/21/2023,Expense,Gum.Co Cc Alexey Seka,,General business expenses:Memberships & subscriptions,26.4,53739079.63
03/21/2023,Expense,Gum.Co Cc Alexey Seka,Mike ross,Credit Card - Ramp,26.4,53739106.03
03/21/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,0.91,53739106.94
03/21/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,0.91,53739107.85
03/21/2023,Expense,Gumroad,Mike ross,Professional Service Charges,61.6,53739169.45
03/21/2023,Expense,La Panchina,Mike ross,Meals & Entertainment,36.72,53739206.17
03/21/2023,Expense,La Panchina,Mike ross,Meals & Entertainment,36.72,53739242.89
03/21/2023,Expense,Gumroad,Mike ross,Credit Card - Ramp,61.6,53739304.49
03/21/2023,Expense,Gum.Co Cc Alexey Seka,,General business expenses:Memberships & subscriptions,26.4,53739330.89
03/21/2023,Expense,OpenAI,,Tools & Subscription - G&A,0.91,53739331.8
03/21/2023,Expense,Gumroad,Mike ross,Professional Service Charges,61.6,53739393.4
03/21/2023,Expense,La Panchina,Mike ross,Credit Card - Ramp,36.72,53739430.12
03/21/2023,Expense,OpenAI,,Tools & Subscription - G&A,0.91,53739431.03
03/21/2023,Expense,Gumroad,Mike ross,Professional Service Charges,61.6,53739492.63
03/21/2023,Expense,Gum.Co Cc Alexey Seka,,General business expenses:Memberships & subscriptions,26.4,53739519.03
03/21/2023,Expense,Eightify,,Tools & Subscription - G&A,8.95,53739527.98
03/21/2023,Expense,Eightify,Harvey Spector,Credit Card - Ramp,8.95,53739536.93
03/21/2023,Expense,Eightify,,Tools & Subscription - G&A,8.95,53739545.88
03/21/2023,Expense,Eightify,Harvey Spector,Credit Card - Ramp,8.95,53739554.83
03/21/2023,Expense,Gumroad,Mike ross,Credit Card - Ramp,61.6,53739616.43
03/21/2023,Expense,La Panchina,Mike ross,Credit Card - Ramp,36.72,53739653.15
03/21/2023,Expense,La Panchina,Mike ross,Meals & Entertainment,36.72,53739689.87
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Meals & Entertainment,10.04,53739699.91
03/22/2023,Expense,Vimcal,,Tools & Subscription - G&A,15,53739714.91
03/22/2023,Expense,Dovetail,,Tools & Subscription - G&A,70,53739784.91
03/22/2023,Expense,Notion Labs,Mike ross,Credit Card - Ramp,1211.1,53740996.01
03/22/2023,Expense,Notion Labs,,Tools & Subscription - G&A,1211.1,53742207.11
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Credit Card - Ramp,10.04,53742217.15
03/22/2023,Expense,Notion Labs,,Tools & Subscription - G&A,1211.1,53743428.25
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Credit Card - Ramp,10.04,53743438.29
03/22/2023,Expense,Marys Creative Garden Restaurant,Mike ross,Meals & Entertainment,10.04,53743448.33
